	n_cci_sig_cpdb	ccis_cpdb	ps_cpdb
CCR2_CCL8	17	Bcell--Tcell,Bcell--basal_like_1,Bcell--endothelial,Bcell--luminal_ar,Bcell--macrophage,Bcell--mesenchymal,Bcell--stroma,Tcell--Tcell,Tcell--basal_like_1,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,macrophage--Tcell,macrophage--basal_like_1,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma	2.6989700043360187,2.3010299956639813,1.8239087409443189,1.5686362358410126,3.0,2.5228787452803374,3.0,2.154901959985743,1.5686362358410126,3.0,1.853871964321762,2.3979400086720375,1.8239087409443189,1.5686362358410126,3.0,1.7695510786217261,2.6989700043360187
CCR1_CCL8	18	Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--macrophage,macrophage--Tcell,macrophage--basal_like_1,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--macrophage,stroma--macrophage,stroma--stroma	3.0,3.0,2.0969100130080562,1.9208187539523751,3.0,3.0,3.0,1.6382721639824072,3.0,3.0,2.5228787452803374,3.0,3.0,3.0,3.0,1.6777807052660807,2.221848749616356,1.3665315444204136
CCR3_CCL8	0		
CCR5_CCL8	24	Bcell--macrophage,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--macrophage,endothelial--Tcell,endothelial--macrophage,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_1,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Tcell,stroma--basal_like_1,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.9208187539523751,3.0,3.0,2.0457574905606752,2.5228787452803374,3.0,3.0,3.0,1.431798275933005,1.4685210829577449,2.5228787452803374,1.585026652029182,2.6989700043360187,3.0,1.6989700043360187,1.585026652029182,3.0,3.0,3.0,1.9208187539523751,2.3010299956639813,3.0,2.0457574905606752,3.0
ACKR2_CCL7	0		
CCR2_CCL7	0		
CCR1_CCL7	0		
CCR3_CCL7	0		
CCR5_CCL7	0		
CCR10_CCL7	0		
ACKR2_CCL14	0		
CCR1_CCL14	6	Tcell--endothelial,basal_like_1--endothelial,luminal_ar--endothelial,macrophage--endothelial,mesenchymal--endothelial,stroma--endothelial	3.0,3.0,3.0,3.0,3.0,3.0
CCR3_CCL14	0		
ACKR2_CCL13	0		
CCR2_CCL13	0		
CCR1_CCL13	0		
CCR3_CCL13	0		
ACKR2_CCL28	0		
CCR3_CCL28	0		
CCR10_CCL28	0		
ACKR2_CCL27	0		
CCR10_CCL27	0		
CCR2_CCL26	0		
CCR1_CCL26	0		
CCR3_CCL26	0		
CCR1_CCL23	0		
IDE_CCL23	0		
CCR1_CCL18	14	Tcell--Tcell,Tcell--basal_like_1,Tcell--macrophage,basal_like_1--Tcell,basal_like_1--macrophage,luminal_ar--Tcell,luminal_ar--macrophage,macrophage--Tcell,macrophage--basal_like_1,macrophage--macrophage,mesenchymal--Tcell,mesenchymal--macrophage,stroma--Tcell,stroma--macrophage	3.0,3.0,3.0,1.494850021680094,3.0,1.3979400086720375,3.0,3.0,3.0,3.0,1.7212463990471711,3.0,1.8860566476931633,3.0
CCR8_CCL18	0		
CCR1_CCL15	0		
CCR3_CCL15	0		
PODXL_SELL	23	Bcell--Tcell,Bcell--macrophage,Tcell--Tcell,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Tcell,macrophage--Tcell,macrophage--macrophage,mesenchymal--Tcell,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,1.4685210829577449,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6777807052660807,3.0,3.0,3.0,3.0,3.0,3.0,3.0
CXCL12_CXCR4	53	Bcell--Tcell,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Tcell,luminal_ar--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Tcell,mesenchymal--macrophage,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,1.431798275933005,3.0,1.408935392973501,3.0,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,2.6989700043360187,3.0,3.0,3.0,2.0969100130080562,3.0,2.221848749616356,3.0,3.0,1.7695510786217261,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.7212463990471711,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
AVP_OXTR	0		
OXT_OXTR	0		
AVP_AVPR2	0		
GHRH_GHRHR	0		
NRG2_ERBB3	0		
NRG2_ERBB4	0		
EREG_ERBB4	0		
BTC_ERBB4	0		
NRG3_ERBB4	0		
NRG1_ERBB4	0		
EREG_EGFR	0		
NRG1_LSR	0		
NRG1_NETO2	0		
NRG1_MS4A4A	0		
NRG1_LGR4	0		
RSPO4_LGR4	0		
RSPO1_LGR4	0		
RSPO4_LGR6	0		
RSPO1_LGR6	0		
RSPO3_LGR6	0		
TNFSF11_TNFRSF11A	0		
NCR3_BAG6	2	Tcell--basal_like_1,Tcell--basal_like_2	1.3979400086720375,3.0
NCR3_NCR3LG1	0		
PLD2_ARF1	27	Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--mesenchymal,basal_like_1--basal_like_1,basal_like_1--luminal_ar,basal_like_1--mesenchymal,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--basal_like_1,luminal_ar--luminal_ar,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--mesenchymal,mesenchymal--basal_like_1,mesenchymal--luminal_ar,mesenchymal--mesenchymal,stroma--basal_like_1,stroma--luminal_ar,stroma--mesenchymal	3.0,3.0,2.6989700043360187,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,3.0,3.0
SEMA3E_PLXND1	0		
SEMA4A_PLXND1	39	Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Tcell,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	2.0,3.0,3.0,2.3979400086720375,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.3979400086720375,3.0,2.6989700043360187,1.9586073148417749,3.0,3.0,3.0,3.0,2.0969100130080562,3.0,3.0,3.0,3.0,1.3872161432802645,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ANGPT2_TEK	2	endothelial--endothelial,stroma--endothelial	3.0,3.0
EPHB6_EFNB2	4	Tcell--endothelial,Tcell--luminal_ar,Tcell--mesenchymal,Tcell--stroma	3.0,1.5528419686577808,1.3187587626244128,3.0
EPO_EFNB2	0		
EPHB2_EFNB2	14	Bcell--endothelial,Bcell--stroma,basal_like_1--endothelial,basal_like_1--stroma,luminal_ar--stroma,macrophage--endothelial,macrophage--stroma,mesenchymal--stroma,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.5228787452803376,1.5686362358410126,1.8239087409443189,3.0,2.0969100130080562,2.0,3.0,1.8239087409443189,1.585026652029182,3.0,3.0,1.5228787452803376,2.5228787452803374,3.0
EPHB6_EFNB1	4	Tcell--Bcell,Tcell--Tcell,Tcell--endothelial,Tcell--stroma	1.8239087409443189,1.8239087409443189,1.7695510786217261,1.6777807052660807
EPHB2_EFNB1	8	stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	2.0457574905606752,2.0969100130080562,3.0,2.3010299956639813,1.3565473235138126,2.0,1.8860566476931633,3.0
EPHB3_EFNB1	3	stroma--Bcell,stroma--endothelial,stroma--stroma	1.537602002101044,1.5086383061657274,1.7695510786217261
EPHB4_EFNB1	27	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_1,Bcell--endothelial,Bcell--luminal_ar,Bcell--macrophage,Bcell--mesenchymal,Bcell--stroma,basal_like_2--Bcell,basal_like_2--endothelial,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.9208187539523751,1.9586073148417749,1.585026652029182,2.0457574905606752,1.3565473235138126,1.7212463990471711,1.744727494896694,1.9586073148417749,1.537602002101044,1.6197887582883939,1.585026652029182,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,2.3979400086720375,2.5228787452803374,1.431798275933005,2.0,1.8239087409443189,3.0
EPHB1_EFNB1	0		
EPHA4_EFNB1	8	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma	2.221848749616356,2.0969100130080562,3.0,2.154901959985743,1.6197887582883939,2.6989700043360187,1.8860566476931633,3.0
EPHB6_EFNB3	4	Tcell--basal_like_1,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal	1.6020599913279623,1.5528419686577808,1.7212463990471711,1.8239087409443189
EPHB2_EFNB3	4	stroma--basal_like_1,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal	3.0,3.0,3.0,3.0
EPHB3_EFNB3	3	stroma--basal_like_1,stroma--macrophage,stroma--mesenchymal	1.4202164033831899,1.4202164033831899,1.6777807052660807
EPHB4_EFNB3	15	Bcell--basal_like_1,Bcell--luminal_ar,Bcell--macrophage,Bcell--mesenchymal,basal_like_2--basal_like_1,basal_like_2--macrophage,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,stroma--basal_like_1,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal	1.853871964321762,1.8239087409443189,1.9586073148417749,1.9586073148417749,1.3565473235138126,1.408935392973501,1.6382721639824072,3.0,3.0,3.0,3.0,2.6989700043360187,2.3979400086720375,2.5228787452803374,3.0
EPHB1_EFNB3	0		
EPHA4_EFNB3	4	Tcell--basal_like_1,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal	3.0,3.0,3.0,3.0
EPO_EPOR	0		
EPO_EPHB4	0		
EFNB2_EPHB4	22	basal_like_1--Bcell,basal_like_1--endothelial,basal_like_1--stroma,endothelial--Bcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--stroma,luminal_ar--Bcell,luminal_ar--endothelial,luminal_ar--stroma,macrophage--Bcell,macrophage--endothelial,macrophage--stroma,mesenchymal--Bcell,mesenchymal--endothelial,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--stroma	1.3467874862246563,3.0,1.6989700043360187,3.0,1.3665315444204136,2.5228787452803374,3.0,3.0,1.7958800173440752,3.0,2.6989700043360187,1.5086383061657274,3.0,1.6575773191777938,1.7695510786217261,3.0,1.9586073148417749,2.6989700043360187,3.0,3.0,3.0,3.0
EPHB2_EFNA5	6	basal_like_1--mesenchymal,macrophage--mesenchymal,stroma--Tcell,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal	2.3010299956639813,2.0,3.0,3.0,3.0,3.0
EPHA1_EFNA5	16	Bcell--Tcell,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Tcell,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,basal_like_1--mesenchymal,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--mesenchymal,macrophage--Tcell,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,mesenchymal--mesenchymal	1.337242168318426,1.494850021680094,1.853871964321762,2.154901959985743,2.3979400086720375,2.3010299956639813,3.0,3.0,1.408935392973501,1.6575773191777938,1.8860566476931633,1.5528419686577808,1.7212463990471711,1.5228787452803376,2.6989700043360187,1.8239087409443189
EPHA2_EFNA5	6	endothelial--luminal_ar,endothelial--mesenchymal,stroma--Tcell,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal	1.4202164033831899,1.9586073148417749,2.154901959985743,3.0,2.0,3.0
EPHA3_EFNA5	0		
EPHA8_EFNA5	0		
EFNB2_EPHB3	13	endothelial--basal_like_1,endothelial--basal_like_2,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	2.154901959985743,2.3979400086720375,1.4559319556497243,1.6382721639824072,1.7212463990471711,2.5228787452803374,1.4436974992327127,3.0,3.0,2.221848749616356,2.0969100130080562,2.221848749616356,3.0
EFNB2_EPHB1	0		
EPHA1_EFNA3	10	Bcell--mesenchymal,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--mesenchymal,basal_like_1--mesenchymal,endothelial--mesenchymal,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--mesenchymal,mesenchymal--mesenchymal	1.9208187539523751,2.221848749616356,1.585026652029182,3.0,2.6989700043360187,1.9586073148417749,2.0457574905606752,1.6197887582883939,3.0,2.3010299956639813
EPHA2_EFNA3	3	endothelial--mesenchymal,stroma--basal_like_1,stroma--mesenchymal	2.3979400086720375,3.0,3.0
EPHA3_EFNA3	0		
EPHA8_EFNA3	0		
EPHA1_EFNA4	7	Bcell--basal_like_1,Tcell--Bcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--stroma,endothelial--basal_like_1,macrophage--basal_like_1	1.431798275933005,1.6197887582883939,2.3979400086720375,1.7695510786217261,2.0,1.337242168318426,1.853871964321762
EPHA2_EFNA4	4	endothelial--basal_like_1,stroma--basal_like_1,stroma--basal_like_2,stroma--stroma	1.3665315444204136,3.0,1.3187587626244128,1.4559319556497243
EPHA3_EFNA4	0		
EPHA8_EFNA4	0		
VGF_NTRK1	0		
NGF_NTRK1	0		
NGF_NGFR	0		
GPR37_PSAP	0		
GPR37L1_PSAP	4	luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--macrophage,luminal_ar--stroma	1.7695510786217261,3.0,3.0,3.0
GRIN2D_IL16	6	luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma	1.8860566476931633,3.0,3.0,1.6020599913279623,3.0,3.0
GRIN2A_IL16	0		
GRIN2B_IL16	0		
CSF1_SIRPA	35	Bcell--Tcell,Bcell--basal_like_2,Bcell--macrophage,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--macrophage,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	2.0457574905606752,1.5528419686577808,2.5228787452803374,2.3979400086720375,1.6777807052660807,2.5228787452803374,1.3187587626244128,2.154901959985743,3.0,2.6989700043360187,3.0,1.6989700043360187,1.408935392973501,3.0,1.3565473235138126,1.9586073148417749,1.3187587626244128,3.0,1.5228787452803376,1.6575773191777938,3.0,3.0,3.0,1.4814860601221125,2.154901959985743,1.3872161432802645,1.8239087409443189,3.0,3.0,3.0,1.5686362358410126,2.154901959985743,3.0,2.5228787452803374,3.0
CSF1_CELSR3	22	Bcell--basal_like_1,Bcell--luminal_ar,Tcell--basal_like_1,Tcell--luminal_ar,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,stroma--basal_like_1,stroma--basal_like_2,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.494850021680094,1.4436974992327127,1.6382721639824072,1.5086383061657274,2.6989700043360187,3.0,1.8860566476931633,1.8860566476931633,1.3187587626244128,1.8860566476931633,1.5086383061657274,1.6197887582883939,2.6989700043360187,2.6989700043360187,1.6575773191777938,1.8860566476931633,3.0,3.0,3.0,2.6989700043360187,3.0,2.3979400086720375
FGFR4_SCGB3A1	0		
CEACAM1_CD209	5	Tcell--endothelial,basal_like_1--endothelial,luminal_ar--endothelial,macrophage--endothelial,mesenchymal--endothelial	1.5228787452803376,3.0,3.0,1.8860566476931633,3.0
ICAM3_CD209	6	Bcell--endothelial,Tcell--endothelial,basal_like_2--endothelial,endothelial--endothelial,macrophage--endothelial,stroma--endothelial	1.3565473235138126,3.0,3.0,1.6989700043360187,3.0,3.0
CEACAM1_CEACAM6	15	Bcell--mesenchymal,Tcell--basal_like_1,Tcell--mesenchymal,basal_like_1--basal_like_1,basal_like_1--mesenchymal,basal_like_2--basal_like_1,basal_like_2--mesenchymal,endothelial--mesenchymal,luminal_ar--basal_like_1,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--mesenchymal,mesenchymal--basal_like_1,mesenchymal--mesenchymal,stroma--mesenchymal	1.7958800173440752,1.8860566476931633,3.0,3.0,3.0,1.585026652029182,3.0,1.9586073148417749,3.0,3.0,2.5228787452803374,3.0,3.0,3.0,3.0
CEACAM5_CEACAM6	0		
CEACAM6_CEACAM6	10	basal_like_1--basal_like_1,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--mesenchymal,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--basal_like_1,stroma--mesenchymal	3.0,3.0,1.4202164033831899,3.0,3.0,3.0,3.0,3.0,1.4202164033831899,3.0
TBXA2R_GHRL	0		
PTGER3_GHRL	0		
PTGIR_GHRL	0		
GHRHR_GHRL	0		
ACE2_GHRL	0		
TNFSF12_TNFRSF25	40	Bcell--Tcell,Bcell--endothelial,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Tcell,luminal_ar--endothelial,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Tcell,mesenchymal--endothelial,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,3.0,1.585026652029182,3.0,2.154901959985743,3.0,1.853871964321762,1.9586073148417749,3.0,1.6382721639824072,3.0,1.408935392973501,1.6382721639824072,3.0,3.0,3.0,1.9586073148417749,2.6989700043360187,1.585026652029182,3.0,1.8860566476931633,3.0,1.6989700043360187,1.6382721639824072,3.0,3.0,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.9208187539523751,3.0,3.0,3.0,2.3979400086720375,3.0
TNFSF15_TNFRSF25	0		
TNFSF12_TNFRSF12A	22	Bcell--stroma,Tcell--mesenchymal,Tcell--stroma,basal_like_1--stroma,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--mesenchymal,endothelial--stroma,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--stroma,stroma--Bcell,stroma--macrophage,stroma--mesenchymal,stroma--stroma	2.221848749616356,1.853871964321762,3.0,3.0,2.5228787452803374,3.0,1.7212463990471711,3.0,3.0,1.8860566476931633,1.431798275933005,1.8239087409443189,1.853871964321762,2.0,3.0,3.0,3.0,3.0,1.4202164033831899,1.4685210829577449,3.0,3.0
CD70_GPRC5B	0		
VEGFA_FLT1	20	Bcell--endothelial,Tcell--endothelial,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--endothelial,basal_like_2--stroma,endothelial--endothelial,luminal_ar--endothelial,luminal_ar--stroma,macrophage--endothelial,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--basal_like_1,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--endothelial	1.744727494896694,1.4202164033831899,3.0,3.0,1.494850021680094,3.0,3.0,2.5228787452803374,3.0,1.408935392973501,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
VEGFA_EPHB2	10	basal_like_1--stroma,basal_like_2--stroma,luminal_ar--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma	3.0,3.0,1.408935392973501,3.0,3.0,3.0,3.0,3.0,3.0,3.0
VEGFA_GRIN2B	0		
FZD6_WNT5A	0		
PLXNC1_SEMA7A	17	Bcell--Tcell,Bcell--macrophage,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--macrophage,basal_like_1--Tcell,basal_like_2--Tcell,endothelial--Tcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--endothelial,macrophage--macrophage,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--macrophage	2.3979400086720375,1.3767507096020994,3.0,3.0,2.0969100130080562,3.0,1.537602002101044,3.0,1.6382721639824072,3.0,3.0,3.0,3.0,3.0,3.0,2.3979400086720375,3.0
FZD7_WNT3	5	basal_like_1--basal_like_1,macrophage--basal_like_1,macrophage--luminal_ar,stroma--basal_like_1,stroma--luminal_ar	1.337242168318426,1.6020599913279623,1.7695510786217261,2.0969100130080562,1.6197887582883939
LRP5_FAM3B	11	basal_like_1--luminal_ar,basal_like_1--mesenchymal,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--mesenchymal,mesenchymal--luminal_ar,mesenchymal--mesenchymal,stroma--luminal_ar,stroma--mesenchymal	2.154901959985743,1.6777807052660807,2.6989700043360187,2.6989700043360187,3.0,3.0,1.3665315444204136,2.3010299956639813,2.3979400086720375,3.0,3.0
LGR5_RSPO4	0		
LGR5_RSPO1	0		
LGR5_RSPO3	0		
LGR4_RSPO3	0		
LRP6_CKLF	10	Bcell--macrophage,basal_like_1--macrophage,endothelial--macrophage,luminal_ar--luminal_ar,luminal_ar--macrophage,macrophage--macrophage,stroma--Tcell,stroma--basal_like_1,stroma--luminal_ar,stroma--macrophage	1.4436974992327127,1.4436974992327127,1.4685210829577449,2.0457574905606752,1.9586073148417749,1.6382721639824072,1.4436974992327127,2.5228787452803374,2.6989700043360187,3.0
NTF3_NTRK3	0		
COPA_P2RY6	18	basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--stroma,mesenchymal--Bcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma	2.3979400086720375,2.0969100130080562,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.4559319556497243,2.0,2.0969100130080562,1.4436974992327127
NAMPT_P2RY6	18	basal_like_1--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--endothelial,mesenchymal--macrophage,stroma--Bcell,stroma--endothelial,stroma--macrophage,stroma--stroma	1.4814860601221125,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6382721639824072,3.0,3.0,2.0,1.7958800173440752,2.154901959985743,1.3279021420642825,2.6989700043360187,3.0,2.3979400086720375
